Price,Close,High,Low,Open,Volume
Ticker,STECON.BK,STECON.BK,STECON.BK,STECON.BK,STECON.BK
Date,,,,,
2025-05-06,7.449999809265137,7.449999809265137,7.050000190734863,7.150000095367432,8615400
2025-05-07,7.300000190734863,7.550000190734863,7.150000095367432,7.449999809265137,11583300
2025-05-08,7.400000095367432,7.5,7.300000190734863,7.300000190734863,7537100
2025-05-09,7.199999809265137,7.75,7.199999809265137,7.550000190734863,20572400
2025-05-13,7.199999809265137,7.449999809265137,7.0,7.300000190734863,6513100
2025-05-14,6.949999809265137,7.25,6.599999904632568,7.150000095367432,13012400
2025-05-15,7.0,7.199999809265137,6.900000095367432,7.150000095367432,5422900
2025-05-16,6.949999809265137,7.050000190734863,6.900000095367432,7.0,1410900
2025-05-19,7.349999904632568,7.5,6.800000190734863,6.800000190734863,9054300
2025-05-20,7.050000190734863,7.400000095367432,6.800000190734863,7.349999904632568,5743500
2025-05-21,7.0,7.150000095367432,6.900000095367432,7.050000190734863,2231600
2025-05-22,6.699999809265137,7.0,6.699999809265137,6.900000095367432,4599300
2025-05-23,7.0,7.199999809265137,6.849999904632568,6.900000095367432,5628900
2025-05-26,7.199999809265137,7.199999809265137,7.0,7.099999904632568,4238100
2025-05-27,7.050000190734863,7.25,7.0,7.199999809265137,3097200
2025-05-28,7.400000095367432,7.599999904632568,7.050000190734863,7.050000190734863,11492200
2025-05-29,7.349999904632568,7.449999809265137,7.25,7.400000095367432,3236000
2025-05-30,7.400000095367432,7.5,7.25,7.25,3937900
2025-06-04,7.400000095367432,7.599999904632568,7.199999809265137,7.400000095367432,8735100
2025-06-05,7.449999809265137,7.550000190734863,7.349999904632568,7.550000190734863,2516400
2025-06-06,7.300000190734863,7.449999809265137,7.25,7.400000095367432,1471000
2025-06-09,7.900000095367432,8.050000190734863,7.5,7.5,26709900
2025-06-10,7.75,8.449999809265137,7.699999809265137,7.900000095367432,20234400
2025-06-11,7.599999904632568,7.949999809265137,7.400000095367432,7.800000190734863,8108000
2025-06-12,7.550000190734863,7.650000095367432,7.449999809265137,7.599999904632568,6460000
2025-06-13,7.199999809265137,7.5,7.050000190734863,7.449999809265137,6320100
2025-06-16,6.900000095367432,7.099999904632568,6.699999809265137,7.099999904632568,9443000
2025-06-17,7.0,7.050000190734863,6.800000190734863,6.900000095367432,4249000
2025-06-18,6.550000190734863,6.949999809265137,6.550000190734863,6.900000095367432,7738600
2025-06-19,5.900000095367432,6.400000095367432,5.900000095367432,6.400000095367432,12941000
2025-06-20,5.849999904632568,6.199999809265137,5.849999904632568,5.849999904632568,15032300
2025-06-23,5.75,5.900000095367432,5.650000095367432,5.650000095367432,4041900
2025-06-24,6.0,6.050000190734863,5.800000190734863,5.849999904632568,6390800
2025-06-25,6.25,6.400000095367432,5.900000095367432,6.0,5736600
2025-06-26,6.199999809265137,6.300000190734863,6.150000095367432,6.199999809265137,2397600
2025-06-27,5.900000095367432,6.199999809265137,5.75,6.199999809265137,6085800
2025-06-30,6.0,6.550000190734863,6.0,6.349999904632568,9007500
2025-07-01,6.099999904632568,6.099999904632568,5.800000190734863,5.949999809265137,5855300
2025-07-02,5.949999809265137,6.150000095367432,5.699999809265137,6.050000190734863,7862900
2025-07-03,6.199999809265137,6.25,5.900000095367432,5.949999809265137,6229100
2025-07-04,6.0,6.25,5.900000095367432,6.25,5934800
2025-07-07,5.949999809265137,6.0,5.900000095367432,5.900000095367432,1283900
2025-07-08,5.699999809265137,5.900000095367432,5.699999809265137,5.800000190734863,5416300
2025-07-09,5.75,5.900000095367432,5.699999809265137,5.75,2831400
2025-07-11,5.900000095367432,6.0,5.800000190734863,5.800000190734863,3248200
2025-07-14,6.0,6.050000190734863,5.849999904632568,5.849999904632568,1773700
2025-07-15,6.099999904632568,6.150000095367432,5.949999809265137,6.050000190734863,4444400
2025-07-16,5.900000095367432,6.150000095367432,5.900000095367432,6.099999904632568,3245700
2025-07-17,6.050000190734863,6.099999904632568,5.949999809265137,5.949999809265137,2917400
2025-07-18,6.099999904632568,6.199999809265137,5.949999809265137,5.949999809265137,3428800
2025-07-21,6.050000190734863,6.199999809265137,6.0,6.099999904632568,2728900
2025-07-22,5.949999809265137,6.099999904632568,5.849999904632568,6.050000190734863,2565200
2025-07-23,6.150000095367432,6.199999809265137,5.949999809265137,5.949999809265137,5118500
2025-07-24,5.949999809265137,6.199999809265137,5.949999809265137,6.099999904632568,4377200
2025-07-25,5.900000095367432,5.949999809265137,5.75,5.949999809265137,5940600
2025-07-29,5.949999809265137,6.0,5.75,5.849999904632568,4104000
2025-07-30,6.400000095367432,6.400000095367432,5.949999809265137,5.949999809265137,10626100
2025-07-31,6.449999809265137,6.5,6.25,6.300000190734863,4437400
2025-08-01,6.599999904632568,6.800000190734863,6.550000190734863,6.599999904632568,14894400
2025-08-04,6.449999809265137,6.699999809265137,6.25,6.699999809265137,5917500
2025-08-05,6.5,6.650000095367432,6.5,6.550000190734863,3168600
2025-08-06,6.449999809265137,6.599999904632568,6.349999904632568,6.5,4526000
2025-08-07,6.400000095367432,6.650000095367432,6.349999904632568,6.5,4845200
2025-08-08,6.599999904632568,6.699999809265137,6.349999904632568,6.400000095367432,4230600
2025-08-13,6.650000095367432,6.75,6.550000190734863,6.650000095367432,4214900
2025-08-14,6.449999809265137,6.800000190734863,6.449999809265137,6.699999809265137,6235600
2025-08-15,6.400000095367432,6.550000190734863,6.25,6.449999809265137,2550600
2025-08-18,6.25,6.449999809265137,6.199999809265137,6.400000095367432,2928700
2025-08-19,6.199999809265137,6.349999904632568,6.199999809265137,6.300000190734863,1531300
2025-08-20,6.199999809265137,6.25,6.099999904632568,6.199999809265137,4127500
2025-08-21,6.099999904632568,6.300000190734863,6.099999904632568,6.199999809265137,3265200
2025-08-22,6.349999904632568,6.400000095367432,6.150000095367432,6.199999809265137,4915600
2025-08-25,6.449999809265137,6.550000190734863,6.349999904632568,6.400000095367432,5271700
2025-08-26,6.349999904632568,6.5,6.300000190734863,6.449999809265137,3771600
2025-08-27,6.599999904632568,6.599999904632568,6.349999904632568,6.349999904632568,6088900
2025-08-28,6.800000190734863,7.199999809265137,6.599999904632568,6.599999904632568,23774600
2025-08-29,7.650000095367432,7.75,6.75,6.849999904632568,58267400
2025-09-01,7.400000095367432,7.599999904632568,7.300000190734863,7.449999809265137,19468700
2025-09-02,7.550000190734863,7.699999809265137,7.099999904632568,7.349999904632568,24751000
2025-09-03,7.400000095367432,7.800000190734863,7.300000190734863,7.599999904632568,32409900
2025-09-04,7.75,8.100000381469727,7.599999904632568,8.0,52503400
2025-09-05,8.800000190734863,9.25,7.900000095367432,8.050000190734863,137518800
